"","GEOID","NAME","variable","estimate","moe","label","concept"
"61","01121","Talladega County, Alabama","S1501_C02_015",16.8,1.6,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"62","01123","Tallapoosa County, Alabama","S1501_C02_015",18.7,1.9,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"63","01125","Tuscaloosa County, Alabama","S1501_C02_015",31.4,1.2,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"64","01127","Walker County, Alabama","S1501_C02_015",16,1.7,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"65","01129","Washington County, Alabama","S1501_C02_015",16.2,3.6,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"66","01131","Wilcox County, Alabama","S1501_C02_015",12.3,2.3,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"67","01133","Winston County, Alabama","S1501_C02_015",13.4,2.2,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"68","02013","Aleutians East Borough, Alaska","S1501_C02_015",18.1,4,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"69","02016","Aleutians West Census Area, Alaska","S1501_C02_015",17.5,4.1,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"70","02020","Anchorage Municipality, Alaska","S1501_C02_015",37.7,1.1,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"71","02050","Bethel Census Area, Alaska","S1501_C02_015",10.4,3.3,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"72","02060","Bristol Bay Borough, Alaska","S1501_C02_015",25.1,15.8,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"73","02063","Chugach Census Area, Alaska","S1501_C02_015",29.6,5.5,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"74","02066","Copper River Census Area, Alaska","S1501_C02_015",28.4,5.7,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"75","02068","Denali Borough, Alaska","S1501_C02_015",23.6,8.4,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"76","02070","Dillingham Census Area, Alaska","S1501_C02_015",19.4,7.7,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"77","02090","Fairbanks North Star Borough, Alaska","S1501_C02_015",33.7,2.1,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"78","02100","Haines Borough, Alaska","S1501_C02_015",36.9,6.9,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"79","02105","Hoonah-Angoon Census Area, Alaska","S1501_C02_015",23.3,5.7,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"80","02110","Juneau City and Borough, Alaska","S1501_C02_015",40.5,2.7,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"81","02122","Kenai Peninsula Borough, Alaska","S1501_C02_015",29.4,1.6,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"82","02130","Ketchikan Gateway Borough, Alaska","S1501_C02_015",27,1.9,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"83","02150","Kodiak Island Borough, Alaska","S1501_C02_015",28.6,3.7,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"84","02158","Kusilvak Census Area, Alaska","S1501_C02_015",5.8,4.2,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"85","02164","Lake and Peninsula Borough, Alaska","S1501_C02_015",18.4,7.9,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"86","02170","Matanuska-Susitna Borough, Alaska","S1501_C02_015",24.3,1.1,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"87","02180","Nome Census Area, Alaska","S1501_C02_015",17.5,3.7,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"88","02185","North Slope Borough, Alaska","S1501_C02_015",14.9,3.1,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"89","02188","Northwest Arctic Borough, Alaska","S1501_C02_015",12.4,3,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"90","02195","Petersburg Borough, Alaska","S1501_C02_015",27.5,4.2,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"91","02198","Prince of Wales-Hyder Census Area, Alaska","S1501_C02_015",17,2.6,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"92","02220","Sitka City and Borough, Alaska","S1501_C02_015",34.4,3.3,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"93","02230","Skagway Municipality, Alaska","S1501_C02_015",27.7,7,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"94","02240","Southeast Fairbanks Census Area, Alaska","S1501_C02_015",19.6,3.5,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"95","02275","Wrangell City and Borough, Alaska","S1501_C02_015",18.9,3.9,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"96","02282","Yakutat City and Borough, Alaska","S1501_C02_015",14.8,9.2,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"97","02290","Yukon-Koyukuk Census Area, Alaska","S1501_C02_015",12.8,2.3,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"98","04001","Apache County, Arizona","S1501_C02_015",15.3,1.4,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"99","04003","Cochise County, Arizona","S1501_C02_015",27.7,1.3,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"100","04005","Coconino County, Arizona","S1501_C02_015",39.6,1.5,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"101","04007","Gila County, Arizona","S1501_C02_015",18.8,1.7,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"102","04009","Graham County, Arizona","S1501_C02_015",14.6,1.8,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"103","04011","Greenlee County, Arizona","S1501_C02_015",20.4,4.4,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"104","04012","La Paz County, Arizona","S1501_C02_015",13.9,2.8,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"105","04013","Maricopa County, Arizona","S1501_C02_015",35.9,0.3,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"106","04015","Mohave County, Arizona","S1501_C02_015",14.9,0.7,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"107","04017","Navajo County, Arizona","S1501_C02_015",17.6,1.1,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"108","04019","Pima County, Arizona","S1501_C02_015",35.9,0.5,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"109","04021","Pinal County, Arizona","S1501_C02_015",22.2,0.7,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"110","04023","Santa Cruz County, Arizona","S1501_C02_015",24.1,1.9,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"111","04025","Yavapai County, Arizona","S1501_C02_015",29.6,1,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"112","04027","Yuma County, Arizona","S1501_C02_015",16.7,0.9,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"113","05001","Arkansas County, Arkansas","S1501_C02_015",15.3,2.3,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"114","05003","Ashley County, Arkansas","S1501_C02_015",12.2,2,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"115","05005","Baxter County, Arkansas","S1501_C02_015",18.7,1.9,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"116","05007","Benton County, Arkansas","S1501_C02_015",36.6,1.1,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"117","05009","Boone County, Arkansas","S1501_C02_015",16.3,1.7,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"118","05011","Bradley County, Arkansas","S1501_C02_015",15.8,2.9,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"119","05013","Calhoun County, Arkansas","S1501_C02_015",18.1,5.1,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"120","05015","Carroll County, Arkansas","S1501_C02_015",21.1,2.1,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"121","05017","Chicot County, Arkansas","S1501_C02_015",17.2,2.9,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"122","05019","Clark County, Arkansas","S1501_C02_015",25.5,3.3,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"123","05021","Clay County, Arkansas","S1501_C02_015",15.6,2.1,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"124","05023","Cleburne County, Arkansas","S1501_C02_015",18.3,2.1,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"125","05025","Cleveland County, Arkansas","S1501_C02_015",16.2,3.3,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"126","05027","Columbia County, Arkansas","S1501_C02_015",20.4,2.7,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"127","05029","Conway County, Arkansas","S1501_C02_015",18.2,2.5,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"128","05031","Craighead County, Arkansas","S1501_C02_015",27.8,1.5,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"129","05033","Crawford County, Arkansas","S1501_C02_015",19.3,2.1,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"130","05035","Crittenden County, Arkansas","S1501_C02_015",17.2,1.7,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"131","05037","Cross County, Arkansas","S1501_C02_015",14.8,2.2,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"132","05039","Dallas County, Arkansas","S1501_C02_015",11.1,2.5,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"133","05041","Desha County, Arkansas","S1501_C02_015",13,2.4,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"134","05043","Drew County, Arkansas","S1501_C02_015",23.3,3.2,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"135","05045","Faulkner County, Arkansas","S1501_C02_015",33.2,1.6,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
"136","05047","Franklin County, Arkansas","S1501_C02_015",13.2,2.6,"Estimate!!Percent!!AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","Educational Attainment"
