"","GEOID","NAME","variable","estimate","moe","label","concept"
"61","01121","Talladega County, Alabama","S2701_C03_001",91.6,1,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"62","01123","Tallapoosa County, Alabama","S2701_C03_001",91.1,1.2,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"63","01125","Tuscaloosa County, Alabama","S2701_C03_001",93.3,0.6,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"64","01127","Walker County, Alabama","S2701_C03_001",88.4,1.5,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"65","01129","Washington County, Alabama","S2701_C03_001",92.3,2.2,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"66","01131","Wilcox County, Alabama","S2701_C03_001",90.9,2.4,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"67","01133","Winston County, Alabama","S2701_C03_001",90.6,1.8,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"68","02013","Aleutians East Borough, Alaska","S2701_C03_001",65,5.6,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"69","02016","Aleutians West Census Area, Alaska","S2701_C03_001",81.9,3.6,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"70","02020","Anchorage Municipality, Alaska","S2701_C03_001",90,0.7,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"71","02050","Bethel Census Area, Alaska","S2701_C03_001",87.1,1.7,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"72","02060","Bristol Bay Borough, Alaska","S2701_C03_001",80.5,9.4,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"73","02063","Chugach Census Area, Alaska","S2701_C03_001",86,3.2,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"74","02066","Copper River Census Area, Alaska","S2701_C03_001",83.2,4.8,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"75","02068","Denali Borough, Alaska","S2701_C03_001",94.9,3.9,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"76","02070","Dillingham Census Area, Alaska","S2701_C03_001",83.2,2.9,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"77","02090","Fairbanks North Star Borough, Alaska","S2701_C03_001",91,1.6,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"78","02100","Haines Borough, Alaska","S2701_C03_001",91.4,5.1,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"79","02105","Hoonah-Angoon Census Area, Alaska","S2701_C03_001",79.2,4.8,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"80","02110","Juneau City and Borough, Alaska","S2701_C03_001",92,1.4,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"81","02122","Kenai Peninsula Borough, Alaska","S2701_C03_001",88.3,1.1,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"82","02130","Ketchikan Gateway Borough, Alaska","S2701_C03_001",90.5,1.6,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"83","02150","Kodiak Island Borough, Alaska","S2701_C03_001",89.8,2,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"84","02158","Kusilvak Census Area, Alaska","S2701_C03_001",88.8,1.6,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"85","02164","Lake and Peninsula Borough, Alaska","S2701_C03_001",68.6,10.8,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"86","02170","Matanuska-Susitna Borough, Alaska","S2701_C03_001",87.8,0.8,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"87","02180","Nome Census Area, Alaska","S2701_C03_001",85,1.8,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"88","02185","North Slope Borough, Alaska","S2701_C03_001",85.7,2.4,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"89","02188","Northwest Arctic Borough, Alaska","S2701_C03_001",81.2,2.2,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"90","02195","Petersburg Borough, Alaska","S2701_C03_001",89.1,1.9,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"91","02198","Prince of Wales-Hyder Census Area, Alaska","S2701_C03_001",81.8,2.3,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"92","02220","Sitka City and Borough, Alaska","S2701_C03_001",88.4,2,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"93","02230","Skagway Municipality, Alaska","S2701_C03_001",91.1,3,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"94","02240","Southeast Fairbanks Census Area, Alaska","S2701_C03_001",83.4,3.5,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"95","02275","Wrangell City and Borough, Alaska","S2701_C03_001",82.8,3.7,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"96","02282","Yakutat City and Borough, Alaska","S2701_C03_001",84.4,8.4,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"97","02290","Yukon-Koyukuk Census Area, Alaska","S2701_C03_001",77.1,4.5,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"98","04001","Apache County, Arizona","S2701_C03_001",79.6,1.2,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"99","04003","Cochise County, Arizona","S2701_C03_001",92,0.8,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"100","04005","Coconino County, Arizona","S2701_C03_001",89.1,1.1,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"101","04007","Gila County, Arizona","S2701_C03_001",90,1.5,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"102","04009","Graham County, Arizona","S2701_C03_001",91.2,1.6,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"103","04011","Greenlee County, Arizona","S2701_C03_001",97.4,1.1,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"104","04012","La Paz County, Arizona","S2701_C03_001",87.1,2.5,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"105","04013","Maricopa County, Arizona","S2701_C03_001",89.3,0.2,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"106","04015","Mohave County, Arizona","S2701_C03_001",90.3,0.8,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"107","04017","Navajo County, Arizona","S2701_C03_001",84.7,1.3,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"108","04019","Pima County, Arizona","S2701_C03_001",91.1,0.3,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"109","04021","Pinal County, Arizona","S2701_C03_001",89.9,0.5,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"110","04023","Santa Cruz County, Arizona","S2701_C03_001",85.5,1.9,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"111","04025","Yavapai County, Arizona","S2701_C03_001",89.3,0.7,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"112","04027","Yuma County, Arizona","S2701_C03_001",85.3,1.3,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"113","05001","Arkansas County, Arkansas","S2701_C03_001",93.3,1.3,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"114","05003","Ashley County, Arkansas","S2701_C03_001",91.4,1.7,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"115","05005","Baxter County, Arkansas","S2701_C03_001",92.8,1.1,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"116","05007","Benton County, Arkansas","S2701_C03_001",90.2,0.8,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"117","05009","Boone County, Arkansas","S2701_C03_001",92.1,1.2,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"118","05011","Bradley County, Arkansas","S2701_C03_001",88,2.9,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"119","05013","Calhoun County, Arkansas","S2701_C03_001",90.5,3.5,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"120","05015","Carroll County, Arkansas","S2701_C03_001",86.6,2.6,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"121","05017","Chicot County, Arkansas","S2701_C03_001",89.5,2.4,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"122","05019","Clark County, Arkansas","S2701_C03_001",91.3,1.6,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"123","05021","Clay County, Arkansas","S2701_C03_001",91.1,1.6,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"124","05023","Cleburne County, Arkansas","S2701_C03_001",92.8,1.5,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"125","05025","Cleveland County, Arkansas","S2701_C03_001",95.1,1.9,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"126","05027","Columbia County, Arkansas","S2701_C03_001",93.4,1.5,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"127","05029","Conway County, Arkansas","S2701_C03_001",93.6,1.3,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"128","05031","Craighead County, Arkansas","S2701_C03_001",91.6,1.1,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"129","05033","Crawford County, Arkansas","S2701_C03_001",91.6,1.4,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"130","05035","Crittenden County, Arkansas","S2701_C03_001",92,1.2,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"131","05037","Cross County, Arkansas","S2701_C03_001",92.5,1.9,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"132","05039","Dallas County, Arkansas","S2701_C03_001",95.3,1.8,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"133","05041","Desha County, Arkansas","S2701_C03_001",91.5,2.3,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"134","05043","Drew County, Arkansas","S2701_C03_001",92.9,1.6,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"135","05045","Faulkner County, Arkansas","S2701_C03_001",92.5,0.9,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"136","05047","Franklin County, Arkansas","S2701_C03_001",91.7,2.2,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"137","05049","Fulton County, Arkansas","S2701_C03_001",88.6,4.2,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"138","05051","Garland County, Arkansas","S2701_C03_001",90.5,1,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"139","05053","Grant County, Arkansas","S2701_C03_001",93.3,1.7,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"140","05055","Greene County, Arkansas","S2701_C03_001",91,1.5,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"141","05057","Hempstead County, Arkansas","S2701_C03_001",89.9,2,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"142","05059","Hot Spring County, Arkansas","S2701_C03_001",92,1.6,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"143","05061","Howard County, Arkansas","S2701_C03_001",88.3,2.8,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"144","05063","Independence County, Arkansas","S2701_C03_001",89.7,1.7,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"145","05065","Izard County, Arkansas","S2701_C03_001",93.4,1.7,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"146","05067","Jackson County, Arkansas","S2701_C03_001",91.1,1.8,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"147","05069","Jefferson County, Arkansas","S2701_C03_001",94.5,0.8,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"148","05071","Johnson County, Arkansas","S2701_C03_001",92.2,1.5,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"149","05073","Lafayette County, Arkansas","S2701_C03_001",91.4,2.6,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"150","05075","Lawrence County, Arkansas","S2701_C03_001",90.7,1.9,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"151","05077","Lee County, Arkansas","S2701_C03_001",93.5,2.2,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"152","05079","Lincoln County, Arkansas","S2701_C03_001",92.1,2.3,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"153","05081","Little River County, Arkansas","S2701_C03_001",94.4,2.1,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"154","05083","Logan County, Arkansas","S2701_C03_001",92.3,1.9,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"155","05085","Lonoke County, Arkansas","S2701_C03_001",93.3,0.8,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"156","05087","Madison County, Arkansas","S2701_C03_001",87.5,2.8,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
