"","GEOID","NAME","variable","estimate","moe","label","concept"
"15","18","Indiana","S2701_C03_001",92.4,0.1,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"16","19","Iowa","S2701_C03_001",95.1,0.1,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"17","20","Kansas","S2701_C03_001",91.1,0.2,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"18","21","Kentucky","S2701_C03_001",94.1,0.1,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"19","22","Louisiana","S2701_C03_001",91.9,0.2,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"20","23","Maine","S2701_C03_001",93.4,0.2,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"21","24","Maryland","S2701_C03_001",93.8,0.1,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"22","25","Massachusetts","S2701_C03_001",97.4,0.1,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"23","26","Michigan","S2701_C03_001",95,0.1,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"24","27","Minnesota","S2701_C03_001",95.4,0.1,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"25","28","Mississippi","S2701_C03_001",88.4,0.2,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"26","29","Missouri","S2701_C03_001",90.8,0.2,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"27","30","Montana","S2701_C03_001",91.6,0.3,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"28","31","Nebraska","S2701_C03_001",92.6,0.2,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"29","32","Nevada","S2701_C03_001",88.7,0.2,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"30","33","New Hampshire","S2701_C03_001",94.5,0.2,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"31","34","New Jersey","S2701_C03_001",92.6,0.1,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"32","35","New Mexico","S2701_C03_001",90.5,0.3,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"33","36","New York","S2701_C03_001",94.9,0.1,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"34","37","North Carolina","S2701_C03_001",89.6,0.1,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"35","38","North Dakota","S2701_C03_001",93.3,0.3,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"36","39","Ohio","S2701_C03_001",93.6,0.1,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"37","40","Oklahoma","S2701_C03_001",86.6,0.2,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"38","41","Oregon","S2701_C03_001",93.8,0.1,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"39","42","Pennsylvania","S2701_C03_001",94.4,0.1,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"40","44","Rhode Island","S2701_C03_001",95.7,0.2,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"41","45","South Carolina","S2701_C03_001",90,0.2,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"42","46","South Dakota","S2701_C03_001",90.7,0.3,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"43","47","Tennessee","S2701_C03_001",89.9,0.2,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"44","48","Texas","S2701_C03_001",82.6,0.2,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"45","49","Utah","S2701_C03_001",91.3,0.2,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"46","50","Vermont","S2701_C03_001",96.1,0.2,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"47","51","Virginia","S2701_C03_001",92.9,0.1,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"48","53","Washington","S2701_C03_001",93.6,0.1,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"49","54","West Virginia","S2701_C03_001",93.8,0.2,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"50","55","Wisconsin","S2701_C03_001",94.7,0.1,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"51","56","Wyoming","S2701_C03_001",88.4,0.5,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
"52","72","Puerto Rico","S2701_C03_001",93.8,0.1,"Estimate!!Percent Insured!!Civilian noninstitutionalized population","Selected Characteristics of Health Insurance Coverage in the United States"
